PassengerId,HomePlanet,CryoSleep,Destination,Age,VIP,RoomService,FoodCourt,ShoppingMall,Spa,VRDeck,Transported,Deck,Room,Side
0756_03,1,True,2,27.0,False,0.0,0.0,,0.0,0.0,True,1,27,1
0757_01,2,False,0,67.0,False,1.0,0.0,5.0,1022.0,151.0,False,3,33,0
0761_01,1,False,3,33.0,False,0.0,3879.0,0.0,48.0,67.0,True,2,26,0
0762_01,0,True,1,30.0,False,0.0,0.0,0.0,0.0,0.0,False,6,114,1
0764_01,0,,2,22.0,False,0.0,0.0,0.0,0.0,0.0,False,6,115,1
0765_01,2,False,1,35.0,False,1248.0,0.0,55.0,12.0,0.0,True,5,142,1
0765_02,2,False,2,23.0,False,755.0,0.0,121.0,,0.0,False,5,142,1
0767_01,0,False,2,49.0,False,0.0,6.0,679.0,15.0,187.0,False,6,116,1
0768_01,1,False,0,36.0,False,29.0,12180.0,0.0,93.0,17306.0,False,1,32,0
0768_02,1,True,2,31.0,False,0.0,0.0,0.0,,0.0,True,1,32,0
0769_01,1,True,0,54.0,False,0.0,0.0,0.0,0.0,0.0,True,1,28,1
0770_01,0,True,2,0.0,False,0.0,0.0,0.0,0.0,0.0,False,6,117,1
0770_02,0,False,2,27.0,False,0.0,715.0,0.0,170.0,0.0,False,6,117,1
0770_03,0,,2,54.0,False,0.0,0.0,0.0,0.0,0.0,False,6,117,1
0770_04,0,True,1,10.0,False,0.0,0.0,0.0,0.0,0.0,False,6,117,1
0770_05,0,False,0,0.0,False,0.0,0.0,0.0,0.0,0.0,True,6,117,1
0770_06,0,True,1,7.0,False,0.0,0.0,0.0,0.0,0.0,True,6,117,1
0771_01,0,True,2,25.0,False,0.0,0.0,0.0,0.0,0.0,False,6,112,0
0772_01,1,False,0,37.0,False,0.0,16.0,325.0,4476.0,1359.0,False,4,56,1
0772_02,1,True,0,15.0,False,0.0,0.0,0.0,0.0,0.0,True,4,56,1
0772_03,3,True,2,26.0,False,0.0,0.0,0.0,0.0,0.0,True,4,56,1
0772_04,1,False,0,7.0,False,0.0,0.0,0.0,0.0,0.0,True,4,56,1
0773_01,0,False,2,30.0,False,558.0,4.0,0.0,175.0,0.0,False,5,143,1
0776_01,0,False,2,19.0,False,0.0,2.0,1399.0,0.0,18.0,True,5,161,0
0777_01,1,False,2,30.0,False,0.0,3004.0,0.0,1018.0,0.0,False,0,5,0
0779_01,0,False,3,21.0,False,562.0,2.0,0.0,0.0,11.0,False,5,162,0
0781_01,0,False,1,21.0,False,14.0,33.0,0.0,3.0,467.0,False,6,118,1
0782_01,2,True,2,59.0,False,0.0,0.0,0.0,0.0,0.0,True,5,163,0
0784_01,1,True,0,28.0,False,0.0,0.0,0.0,0.0,0.0,True,2,33,1
0785_01,0,False,2,32.0,False,713.0,0.0,2.0,0.0,1.0,False,5,165,0
0786_01,0,True,2,19.0,False,0.0,0.0,0.0,0.0,0.0,True,6,113,0
0787_01,0,True,2,7.0,False,0.0,0.0,0.0,0.0,,False,6,114,0
0788_01,0,False,0,16.0,False,797.0,0.0,0.0,0.0,0.0,False,5,166,0
0789_01,1,False,2,31.0,True,0.0,166.0,4.0,2177.0,342.0,False,0,8,1
0789_02,1,False,2,30.0,False,0.0,142.0,870.0,89.0,3497.0,False,0,8,1
0789_03,1,True,2,26.0,False,0.0,0.0,0.0,0.0,0.0,True,0,8,1
0790_01,0,True,1,20.0,False,0.0,0.0,,0.0,0.0,True,6,119,1
0791_01,0,True,1,24.0,False,0.0,0.0,0.0,0.0,0.0,False,6,115,0
0793_01,0,False,1,39.0,False,0.0,0.0,0.0,7.0,766.0,False,6,117,0
0794_01,2,,0,19.0,False,0.0,0.0,0.0,0.0,0.0,True,5,144,1
0794_02,2,True,0,27.0,False,0.0,0.0,0.0,0.0,0.0,True,5,144,1
0795_01,0,False,2,34.0,False,0.0,0.0,0.0,874.0,0.0,False,5,145,1
0796_01,1,True,0,28.0,False,0.0,0.0,0.0,0.0,0.0,True,3,28,1
0797_01,0,False,2,29.0,False,0.0,0.0,0.0,0.0,645.0,False,5,146,1
0798_01,2,True,1,38.0,False,0.0,0.0,0.0,0.0,0.0,True,5,147,1
0799_01,1,False,0,27.0,False,0.0,3462.0,5.0,1590.0,4.0,False,0,6,0
0802_01,2,True,2,1.0,False,0.0,0.0,0.0,0.0,0.0,True,5,148,1
0805_01,1,False,0,36.0,True,0.0,13248.0,100.0,1953.0,1.0,True,2,29,0
0806_01,0,False,2,31.0,False,183.0,0.0,32.0,0.0,1171.0,False,5,149,1
0806_02,0,False,2,1.0,False,0.0,0.0,0.0,0.0,0.0,True,6,120,1
0808_01,0,False,2,31.0,False,159.0,110.0,701.0,0.0,10.0,False,4,57,1
0809_01,2,False,2,10.0,False,0.0,0.0,0.0,0.0,,True,5,151,1
0809_02,2,False,2,27.0,False,1227.0,42.0,1.0,0.0,0.0,False,5,151,1
0809_03,2,False,2,42.0,False,836.0,0.0,51.0,304.0,0.0,False,5,151,1
0809_04,2,False,2,0.0,False,0.0,0.0,0.0,0.0,0.0,True,5,151,1
0811_01,2,False,1,41.0,False,1209.0,0.0,0.0,0.0,833.0,False,5,152,1
0811_02,2,True,2,0.0,False,0.0,0.0,0.0,0.0,0.0,True,5,152,1
0811_03,2,False,2,0.0,False,0.0,0.0,0.0,0.0,0.0,True,5,152,1
0813_01,2,True,2,59.0,False,0.0,0.0,0.0,0.0,0.0,True,5,169,0
0815_01,0,False,2,13.0,False,2.0,1.0,30.0,,0.0,False,4,59,1
0816_01,1,False,0,24.0,False,0.0,284.0,0.0,4614.0,438.0,False,4,60,1
0817_01,0,True,2,20.0,False,0.0,0.0,0.0,0.0,0.0,False,6,119,0
0818_01,1,False,2,71.0,True,0.0,0.0,0.0,0.0,0.0,True,1,29,1
0819_01,0,True,1,23.0,False,0.0,0.0,0.0,0.0,0.0,True,6,121,1
0820_01,0,False,0,15.0,False,0.0,59.0,714.0,0.0,3.0,True,5,154,1
0820_02,0,False,2,18.0,False,751.0,0.0,0.0,0.0,0.0,False,6,122,1
0822_01,0,False,2,19.0,False,0.0,561.0,10.0,0.0,161.0,True,5,156,1
0823_01,0,True,0,4.0,False,0.0,0.0,0.0,0.0,0.0,True,6,123,1
0823_02,0,False,0,42.0,False,0.0,0.0,739.0,0.0,0.0,True,8,Unknown,2
0824_01,2,False,2,51.0,False,815.0,0.0,343.0,55.0,0.0,False,5,158,1
0825_01,0,True,2,13.0,False,0.0,0.0,0.0,0.0,0.0,True,6,120,0
0826_01,0,False,2,27.0,False,174.0,653.0,0.0,0.0,0.0,True,8,Unknown,2
0828_01,0,False,2,42.0,False,786.0,0.0,22.0,59.0,0.0,False,5,159,1
0828_02,0,False,2,41.0,False,324.0,2.0,,7.0,26.0,True,5,159,1
0829_01,0,False,1,21.0,False,15.0,0.0,2695.0,2.0,0.0,True,5,170,0
0830_01,0,False,2,31.0,False,14.0,5.0,0.0,795.0,0.0,True,5,171,0
0833_01,1,True,0,36.0,False,0.0,0.0,0.0,0.0,0.0,True,8,Unknown,2
0834_01,0,False,2,31.0,False,0.0,0.0,0.0,838.0,27.0,False,5,173,0
0835_01,0,False,0,14.0,False,77.0,0.0,9.0,424.0,166.0,False,6,124,1
0836_01,2,False,1,32.0,True,494.0,701.0,71.0,0.0,0.0,False,5,160,1
0839_01,1,False,2,32.0,False,0.0,179.0,0.0,0.0,5152.0,False,1,30,1
0840_01,0,,2,27.0,False,663.0,1111.0,0.0,0.0,2.0,False,6,123,0
0845_01,1,False,0,57.0,False,2651.0,2956.0,0.0,266.0,1300.0,False,1,31,1
0846_01,0,True,2,13.0,False,0.0,0.0,0.0,0.0,0.0,False,6,125,1
0848_01,2,True,2,30.0,False,0.0,0.0,0.0,0.0,0.0,True,5,175,0
0848_02,2,True,2,14.0,False,0.0,0.0,0.0,0.0,0.0,True,5,175,0
0849_01,1,False,2,27.0,False,0.0,0.0,0.0,0.0,0.0,True,1,32,1
0849_02,1,True,0,32.0,False,0.0,0.0,0.0,0.0,0.0,True,1,32,1
0850_01,2,True,2,54.0,False,0.0,0.0,0.0,0.0,0.0,True,4,62,1
0851_01,0,False,0,23.0,False,217.0,378.0,19.0,1.0,12.0,False,5,176,0
0853_01,3,True,0,38.0,False,0.0,0.0,0.0,0.0,0.0,True,0,9,1
0859_01,0,True,2,32.0,False,0.0,0.0,0.0,0.0,0.0,True,6,127,1
0860_01,0,False,2,24.0,False,34.0,7.0,320.0,0.0,427.0,False,4,48,0
0863_01,0,True,2,36.0,False,0.0,0.0,0.0,0.0,0.0,False,6,129,1
0863_02,0,False,2,11.0,False,0.0,0.0,0.0,0.0,0.0,False,6,129,1
0863_03,0,True,2,6.0,False,0.0,0.0,0.0,0.0,0.0,False,6,129,1
0865_01,1,True,0,36.0,False,0.0,,0.0,0.0,0.0,True,1,35,1
0865_02,1,True,0,22.0,False,0.0,0.0,0.0,0.0,0.0,True,1,35,1
0867_01,0,False,2,27.0,False,2.0,850.0,18.0,2.0,0.0,False,5,163,1
0868_01,0,True,2,37.0,False,0.0,0.0,0.0,0.0,0.0,True,6,130,1
0869_01,0,False,2,55.0,False,280.0,0.0,444.0,0.0,0.0,False,5,164,1
0870_01,0,False,1,27.0,False,112.0,473.0,0.0,92.0,0.0,False,6,126,0
0871_01,1,False,2,20.0,False,2.0,4754.0,0.0,246.0,31.0,True,0,10,1
0873_01,0,False,2,16.0,False,,0.0,32.0,2529.0,92.0,False,5,180,0
0874_01,0,False,2,19.0,False,0.0,162.0,540.0,0.0,0.0,False,5,165,1
0875_01,0,False,2,38.0,False,0.0,0.0,0.0,0.0,0.0,False,6,131,1
0876_01,0,False,2,35.0,False,12.0,687.0,46.0,2.0,0.0,False,5,166,1
0877_01,1,True,0,33.0,False,0.0,0.0,0.0,0.0,0.0,True,2,30,0
0878_01,2,False,1,37.0,True,381.0,0.0,3.0,447.0,0.0,False,3,31,1
0879_01,0,False,2,46.0,False,784.0,0.0,0.0,0.0,4.0,False,8,Unknown,2
0881_01,1,False,2,41.0,False,3103.0,3.0,0.0,31.0,26.0,False,3,32,1
0883_01,0,False,2,13.0,False,875.0,5.0,10.0,18.0,0.0,False,6,127,0
0885_01,0,True,2,31.0,False,0.0,0.0,0.0,0.0,0.0,False,6,133,1
0885_02,0,True,0,52.0,False,0.0,0.0,0.0,0.0,0.0,True,6,133,1
0889_01,1,False,2,48.0,False,0.0,0.0,0.0,0.0,0.0,False,2,32,0
0889_02,1,False,0,27.0,False,1.0,12804.0,0.0,10.0,52.0,True,2,32,0
0890_01,2,False,2,16.0,False,172.0,,338.0,9.0,0.0,False,5,184,0
0893_01,0,True,0,32.0,False,0.0,0.0,0.0,0.0,0.0,True,6,129,0
0898_01,0,True,2,25.0,False,0.0,0.0,0.0,0.0,0.0,False,6,134,1
0899_01,0,False,2,26.0,False,0.0,0.0,716.0,0.0,1.0,True,5,187,0
0899_02,0,True,2,44.0,False,0.0,0.0,0.0,0.0,0.0,False,6,130,0
0901_01,2,False,2,32.0,False,47.0,0.0,2552.0,0.0,0.0,True,5,167,1
0902_01,0,False,2,18.0,False,200.0,124.0,0.0,413.0,0.0,True,5,188,0
0903_01,0,True,0,23.0,False,0.0,0.0,0.0,,0.0,False,6,135,1
0904_01,1,False,2,44.0,False,0.0,2792.0,0.0,148.0,1043.0,False,2,33,0
0905_01,2,False,1,29.0,False,4.0,0.0,421.0,435.0,19.0,False,3,38,0
0906_01,0,False,0,19.0,False,0.0,388.0,469.0,,0.0,True,5,168,1
0907_01,1,False,0,41.0,False,0.0,5738.0,7.0,9038.0,28.0,False,1,34,0
0907_02,1,False,2,28.0,False,0.0,1736.0,,145.0,634.0,False,1,34,0
0910_01,0,True,2,19.0,False,0.0,0.0,0.0,0.0,0.0,True,6,137,1
0911_01,2,False,2,32.0,True,2492.0,0.0,,136.0,4.0,False,5,189,0
0911_02,3,False,2,74.0,False,853.0,0.0,543.0,31.0,0.0,True,5,189,0
0912_01,1,False,2,31.0,False,0.0,7461.0,0.0,369.0,450.0,True,1,37,1
0913_01,1,False,0,38.0,False,0.0,172.0,0.0,5907.0,34.0,False,4,51,0
0915_01,0,False,2,20.0,False,157.0,0.0,0.0,544.0,3.0,False,6,138,1
0918_01,0,False,2,24.0,False,47.0,0.0,10.0,139.0,1406.0,False,4,66,1
0919_01,0,False,1,26.0,False,18.0,84.0,93.0,886.0,289.0,False,5,190,0
0921_01,0,True,1,44.0,False,0.0,0.0,0.0,0.0,0.0,False,6,139,1
0922_01,1,True,0,33.0,False,0.0,0.0,0.0,0.0,,True,1,35,0
0922_02,1,False,0,31.0,False,0.0,1095.0,0.0,169.0,1226.0,False,1,35,0
0923_01,1,False,0,27.0,False,0.0,7767.0,0.0,15.0,2453.0,True,2,38,1
0923_02,1,True,2,22.0,False,0.0,0.0,0.0,0.0,0.0,True,1,38,1
0924_01,0,False,2,33.0,False,13.0,0.0,984.0,0.0,0.0,False,4,67,1
0925_01,2,False,2,34.0,False,379.0,0.0,1626.0,0.0,0.0,False,5,191,0
0925_02,2,True,2,11.0,False,0.0,0.0,0.0,0.0,0.0,True,5,191,0
0925_03,2,True,2,41.0,False,0.0,,0.0,0.0,0.0,True,5,191,0
0926_01,1,False,0,30.0,False,0.0,7992.0,0.0,507.0,25.0,True,1,39,1
0926_02,1,False,2,30.0,False,0.0,760.0,234.0,2761.0,81.0,False,1,39,1
0927_01,0,False,2,25.0,False,0.0,,699.0,43.0,22.0,False,6,140,1
0928_01,0,True,1,31.0,False,0.0,0.0,0.0,0.0,0.0,True,6,133,0
0930_01,0,False,2,38.0,False,646.0,0.0,0.0,135.0,260.0,False,5,192,0
0930_02,0,True,2,15.0,False,0.0,0.0,0.0,0.0,0.0,True,6,134,0
0931_01,0,False,2,19.0,False,0.0,,115.0,126.0,491.0,True,5,193,0
0932_01,2,True,2,29.0,False,0.0,0.0,0.0,0.0,0.0,True,8,Unknown,2
0933_01,1,False,2,30.0,False,14.0,12045.0,0.0,2121.0,0.0,True,2,35,0
0933_02,1,False,2,29.0,False,0.0,1127.0,0.0,1867.0,1070.0,False,2,35,0
0935_01,0,False,2,36.0,False,0.0,11.0,0.0,18.0,872.0,False,5,194,0
0938_01,0,False,2,24.0,False,174.0,0.0,0.0,630.0,0.0,False,5,172,1
0938_02,0,False,2,30.0,False,0.0,0.0,871.0,0.0,0.0,True,4,68,1
0938_03,0,False,2,0.0,False,0.0,0.0,0.0,0.0,0.0,True,6,143,1
0939_01,0,True,3,15.0,False,0.0,0.0,0.0,0.0,0.0,True,6,135,0
0940_01,0,False,2,38.0,False,55.0,741.0,0.0,0.0,13.0,True,6,136,0
0941_01,0,False,2,13.0,False,0.0,7.0,0.0,1175.0,0.0,False,5,195,0
0942_01,2,False,2,18.0,False,594.0,0.0,555.0,0.0,0.0,False,5,196,0
0944_01,0,False,2,16.0,False,891.0,0.0,831.0,0.0,0.0,False,6,137,0
0944_02,0,False,0,8.0,False,0.0,0.0,0.0,0.0,0.0,False,6,137,0
0946_01,0,False,2,19.0,False,72.0,5.0,0.0,342.0,188.0,True,5,198,0
0947_01,0,False,0,26.0,False,0.0,474.0,0.0,0.0,201.0,False,6,138,0
0949_01,0,True,0,15.0,False,0.0,0.0,0.0,0.0,0.0,True,6,140,0
0951_01,0,True,1,38.0,False,0.0,0.0,0.0,0.0,0.0,True,6,144,1
0952_01,2,False,2,45.0,False,877.0,0.0,1383.0,0.0,0.0,False,5,175,1
0953_01,0,False,1,48.0,False,0.0,306.0,3.0,,359.0,False,5,199,0
0955_01,0,True,0,17.0,False,,0.0,0.0,0.0,0.0,False,6,145,1
0956_01,0,False,2,28.0,False,0.0,631.0,0.0,5.0,0.0,True,4,70,1
0957_01,2,True,2,41.0,False,0.0,0.0,0.0,0.0,0.0,True,5,201,0
0960_01,0,False,2,19.0,False,3.0,0.0,,0.0,788.0,False,4,72,1
0961_01,0,False,0,14.0,False,0.0,885.0,8.0,0.0,0.0,True,6,141,0
0964_01,1,True,2,21.0,False,0.0,0.0,0.0,0.0,,True,1,36,0
0964_02,1,True,2,48.0,False,0.0,0.0,0.0,0.0,0.0,True,1,36,0
0965_01,2,False,2,19.0,False,631.0,0.0,834.0,304.0,0.0,False,5,178,1
0966_01,0,False,2,29.0,False,1377.0,0.0,0.0,167.0,0.0,False,5,179,1
0968_01,0,False,2,20.0,False,792.0,0.0,0.0,0.0,0.0,False,4,53,0
0969_01,2,True,2,44.0,False,0.0,0.0,0.0,0.0,0.0,True,5,202,0
0970_01,0,True,2,19.0,False,0.0,0.0,0.0,0.0,0.0,True,6,142,0
0971_01,0,True,2,64.0,False,0.0,0.0,0.0,0.0,0.0,False,6,143,0
0972_01,0,False,2,21.0,False,0.0,314.0,323.0,1026.0,6.0,False,4,54,0
0975_01,0,False,0,32.0,False,58.0,317.0,448.0,3.0,0.0,True,4,56,0
0976_01,0,True,2,20.0,False,0.0,0.0,0.0,0.0,0.0,False,6,146,1
0978_01,0,False,2,24.0,False,,32.0,8.0,0.0,0.0,False,5,203,0
0979_01,1,False,3,44.0,False,0.0,0.0,0.0,0.0,0.0,True,1,40,1
0982_01,0,True,1,57.0,False,0.0,0.0,0.0,0.0,0.0,True,6,145,0
0982_02,0,False,2,51.0,False,,,4.0,0.0,0.0,False,6,145,0
0983_01,0,True,0,34.0,False,0.0,0.0,0.0,0.0,0.0,True,6,149,1
0984_01,0,False,2,45.0,False,0.0,1.0,13.0,0.0,873.0,False,6,150,1
0984_02,0,False,2,24.0,False,0.0,0.0,718.0,0.0,0.0,False,5,182,1
0984_03,0,False,2,23.0,False,0.0,0.0,490.0,0.0,319.0,False,6,150,1
0984_04,0,True,2,30.0,False,0.0,0.0,0.0,0.0,0.0,True,6,150,1
0984_05,0,False,0,20.0,False,0.0,11.0,0.0,136.0,1088.0,False,5,182,1
0984_06,0,True,2,22.0,False,0.0,0.0,0.0,0.0,0.0,True,6,150,1
0984_07,0,True,1,27.0,False,0.0,0.0,0.0,0.0,0.0,False,6,150,1
0984_08,0,True,2,71.0,False,0.0,0.0,0.0,0.0,0.0,True,6,150,1
0985_01,0,False,0,18.0,False,6.0,0.0,,12.0,704.0,True,4,57,0
0987_01,0,False,2,16.0,False,3.0,0.0,35.0,150.0,478.0,False,5,204,0
0988_01,3,False,2,28.0,False,0.0,3.0,906.0,0.0,0.0,False,6,151,1
0988_02,0,False,2,36.0,False,1.0,784.0,0.0,55.0,149.0,True,4,73,1
0989_01,0,False,2,6.0,False,0.0,0.0,0.0,0.0,0.0,False,6,146,0
0990_01,0,False,1,26.0,False,0.0,541.0,46.0,4.0,96.0,False,5,183,1
0991_01,0,True,2,27.0,False,0.0,0.0,0.0,0.0,0.0,False,6,152,1
0992_01,1,False,2,49.0,False,31.0,2727.0,0.0,184.0,135.0,True,3,35,1
0992_02,1,False,2,29.0,False,387.0,942.0,0.0,9927.0,1341.0,False,3,35,1
0992_03,1,False,0,46.0,False,1192.0,1736.0,17.0,21.0,0.0,True,3,35,1
0992_04,1,False,0,35.0,True,8030.0,300.0,0.0,0.0,1436.0,False,8,Unknown,2
0992_05,1,True,0,17.0,False,0.0,0.0,0.0,0.0,0.0,True,3,35,1
0992_06,1,False,0,37.0,False,4301.0,791.0,0.0,1748.0,91.0,False,3,35,1
0993_01,0,False,0,24.0,False,252.0,0.0,0.0,449.0,0.0,False,5,184,1
0994_01,0,True,2,47.0,False,0.0,0.0,0.0,0.0,0.0,False,6,153,1
0994_02,0,False,2,26.0,False,621.0,1.0,98.0,11.0,135.0,False,5,185,1
0995_01,1,True,0,46.0,False,0.0,0.0,0.0,0.0,0.0,True,2,36,0
0997_01,2,False,2,27.0,False,253.0,0.0,880.0,22.0,2.0,False,5,186,1
0998_01,1,False,2,56.0,False,0.0,7447.0,0.0,253.0,35.0,True,2,37,0
1000_01,2,False,3,18.0,False,885.0,0.0,32.0,0.0,0.0,False,3,39,0
1001_01,0,True,2,15.0,False,0.0,0.0,0.0,0.0,0.0,False,6,154,1
1002_01,2,False,0,3.0,False,0.0,0.0,0.0,0.0,0.0,True,5,187,1
1002_02,2,False,2,42.0,False,1050.0,0.0,715.0,0.0,3.0,False,5,187,1
1002_03,2,True,2,1.0,False,0.0,0.0,0.0,0.0,0.0,True,5,187,1
1004_01,1,True,0,56.0,False,0.0,0.0,0.0,0.0,0.0,True,0,11,1
1005_01,0,False,2,20.0,False,0.0,0.0,4.0,9.0,773.0,False,6,156,1
1006_01,0,False,2,21.0,False,0.0,0.0,0.0,0.0,791.0,False,4,74,1
1006_02,0,True,2,5.0,False,0.0,0.0,0.0,0.0,0.0,True,4,74,1
1006_03,0,False,2,12.0,False,0.0,0.0,0.0,0.0,0.0,True,8,Unknown,2
1008_01,1,True,0,39.0,False,0.0,0.0,0.0,0.0,0.0,True,2,39,1
1008_02,1,True,2,60.0,False,0.0,0.0,0.0,0.0,0.0,True,2,39,1
1011_01,0,False,2,31.0,False,1633.0,4.0,49.0,6.0,0.0,False,8,Unknown,2
1011_02,0,True,2,58.0,False,0.0,0.0,0.0,0.0,0.0,False,6,148,0
1012_01,0,True,2,19.0,False,0.0,0.0,0.0,0.0,0.0,True,6,149,0
1013_01,0,True,2,29.0,False,0.0,0.0,0.0,0.0,0.0,False,6,158,1
1014_01,2,True,2,19.0,False,0.0,0.0,0.0,0.0,0.0,True,5,207,0
1015_01,0,False,2,44.0,False,0.0,131.0,267.0,554.0,0.0,False,5,189,1
1017_01,0,False,2,20.0,False,0.0,15.0,122.0,1125.0,0.0,False,5,190,1
1018_01,0,True,2,18.0,False,0.0,0.0,0.0,0.0,0.0,True,6,150,0
1019_01,0,False,3,36.0,False,1.0,1410.0,0.0,1.0,0.0,True,5,191,1
1020_01,2,True,2,25.0,False,0.0,0.0,0.0,0.0,0.0,True,5,208,0
1022_01,0,False,2,15.0,False,48.0,6.0,0.0,954.0,0.0,False,8,Unknown,2
1024_01,0,False,0,18.0,False,187.0,12.0,0.0,1277.0,0.0,False,5,209,0
1024_02,0,True,2,0.0,False,0.0,0.0,0.0,0.0,0.0,True,6,152,0
1024_03,3,False,0,54.0,False,0.0,5.0,0.0,594.0,209.0,False,6,152,0
1024_04,0,False,0,0.0,False,0.0,0.0,0.0,0.0,0.0,False,6,152,0
1025_01,0,False,2,20.0,False,759.0,0.0,106.0,202.0,0.0,False,5,210,0
1026_01,0,True,2,21.0,False,,0.0,0.0,0.0,0.0,False,6,159,1
1027_01,2,False,2,8.0,False,0.0,0.0,0.0,0.0,0.0,True,5,211,0
1027_02,2,False,2,46.0,False,1454.0,0.0,81.0,38.0,0.0,False,5,211,0
1027_03,2,False,2,31.0,False,231.0,0.0,,279.0,9.0,False,5,211,0
1027_04,2,False,0,3.0,False,0.0,0.0,0.0,0.0,0.0,True,5,211,0
1029_01,2,True,2,30.0,False,0.0,0.0,0.0,0.0,0.0,True,5,212,0
1030_01,0,False,2,23.0,False,1081.0,0.0,0.0,0.0,7.0,False,5,213,0
1031_01,0,False,2,14.0,False,756.0,84.0,0.0,8.0,99.0,False,5,194,1
1032_01,0,True,1,25.0,False,0.0,0.0,0.0,0.0,0.0,False,6,153,0
1033_01,0,True,2,61.0,False,0.0,0.0,0.0,0.0,0.0,True,6,154,0
1034_01,0,False,2,31.0,False,0.0,0.0,0.0,675.0,213.0,False,6,155,0
1035_01,2,False,0,13.0,False,4.0,0.0,1973.0,0.0,39.0,True,5,214,0
1036_01,0,True,1,24.0,False,0.0,,0.0,0.0,0.0,True,6,161,1
1038_01,0,False,2,47.0,False,0.0,306.0,84.0,499.0,0.0,False,6,163,1
1040_01,0,False,1,15.0,False,521.0,162.0,62.0,5.0,0.0,True,6,164,1
1041_01,1,True,2,46.0,False,0.0,0.0,0.0,0.0,0.0,True,8,Unknown,2
1043_01,0,False,2,49.0,False,0.0,0.0,1526.0,960.0,0.0,False,5,215,0
1045_01,1,False,2,37.0,False,0.0,0.0,0.0,0.0,0.0,False,2,38,0
1045_02,1,False,2,44.0,False,0.0,2349.0,7.0,815.0,10896.0,False,2,38,0
1046_01,0,False,2,16.0,False,507.0,0.0,0.0,0.0,,False,5,196,1
1047_01,0,True,2,58.0,False,0.0,0.0,0.0,0.0,0.0,True,6,156,0
1048_01,0,False,2,20.0,False,0.0,537.0,612.0,3.0,0.0,True,5,216,0
1049_01,2,True,0,36.0,False,0.0,0.0,0.0,0.0,0.0,True,5,217,0
1049_02,2,True,2,31.0,False,0.0,0.0,0.0,0.0,0.0,True,5,217,0
1051_01,0,False,2,21.0,False,2.0,447.0,81.0,74.0,,False,5,197,1
1052_01,0,False,0,22.0,False,,0.0,21.0,0.0,0.0,False,5,198,1
1053_01,0,False,1,27.0,False,182.0,0.0,0.0,0.0,376.0,False,5,199,1
1054_01,0,False,2,58.0,False,0.0,0.0,828.0,0.0,96.0,True,5,200,1
1056_01,3,True,2,38.0,False,0.0,0.0,0.0,0.0,0.0,True,5,218,0
1056_02,2,True,0,30.0,False,0.0,0.0,0.0,0.0,0.0,True,5,218,0
1057_01,1,True,0,20.0,False,0.0,0.0,0.0,0.0,0.0,True,2,39,0
1058_01,0,False,2,19.0,False,0.0,0.0,27.0,53.0,677.0,False,5,201,1
1060_01,0,False,2,57.0,False,,20.0,157.0,21.0,689.0,False,6,166,1
1062_01,0,False,2,26.0,False,0.0,773.0,48.0,0.0,149.0,False,5,219,0
1063_01,3,False,2,38.0,False,0.0,3262.0,0.0,295.0,1374.0,True,1,38,0
1063_02,1,True,2,15.0,False,0.0,,0.0,0.0,0.0,True,1,38,0
1065_01,2,True,2,27.0,False,0.0,0.0,0.0,0.0,0.0,True,5,202,1
1066_01,2,True,2,35.0,False,0.0,0.0,0.0,0.0,0.0,True,5,220,0
1068_01,0,True,1,38.0,False,0.0,0.0,0.0,0.0,0.0,False,6,167,1
1071_01,3,False,2,35.0,False,415.0,1328.0,0.0,14.0,60.0,False,7,0,0
1075_01,1,True,2,14.0,False,0.0,0.0,0.0,0.0,0.0,True,1,41,1
1075_02,1,True,2,27.0,False,0.0,0.0,0.0,0.0,0.0,True,1,41,1
1076_01,0,True,2,25.0,False,0.0,0.0,0.0,0.0,0.0,False,6,161,0
1077_01,0,,2,37.0,False,0.0,113.0,0.0,283.0,455.0,False,6,162,0
1078_01,0,False,0,25.0,False,79.0,709.0,0.0,0.0,0.0,False,4,60,0
1079_01,0,False,0,41.0,False,638.0,0.0,133.0,0.0,,False,6,163,0
1080_01,2,False,2,50.0,False,202.0,,1108.0,0.0,0.0,False,5,204,1
1082_01,2,False,2,33.0,False,694.0,0.0,60.0,564.0,0.0,False,5,205,1
1083_01,2,True,2,27.0,False,0.0,0.0,0.0,0.0,0.0,True,5,206,1
1083_02,2,True,2,23.0,False,0.0,0.0,0.0,0.0,0.0,True,5,206,1
1083_03,2,False,2,18.0,False,556.0,0.0,0.0,852.0,6.0,True,5,206,1
1084_01,0,False,2,31.0,False,0.0,1.0,0.0,16.0,843.0,False,5,207,1
1085_01,0,,2,54.0,False,0.0,0.0,0.0,0.0,0.0,False,6,165,0
1086_01,0,True,2,0.0,False,0.0,0.0,0.0,0.0,0.0,True,6,166,0
1086_02,0,False,2,11.0,False,0.0,0.0,0.0,0.0,,False,6,166,0
1086_03,0,True,2,4.0,False,0.0,0.0,0.0,0.0,0.0,False,6,166,0
1086_04,0,False,3,19.0,False,0.0,0.0,0.0,641.0,0.0,True,4,61,0
1086_05,0,False,2,7.0,False,0.0,0.0,0.0,0.0,0.0,True,6,166,0
1088_01,0,True,1,20.0,False,0.0,0.0,0.0,0.0,0.0,False,6,169,1
1089_01,3,True,0,33.0,False,0.0,0.0,0.0,0.0,0.0,True,3,41,0
1089_02,1,False,2,26.0,False,0.0,565.0,1.0,677.0,794.0,False,3,41,0
